verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,200,200,723,1123,yes,no,yes,yes,4329,75,14,30,"bid 0 price differs: recorded 91987/499995, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:28Z,2026-09-06T14:42:28Z,300.005
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,66,89,50,73,no,no,yes,no,132,34,2,6,"level counts differ: recorded 66 bid / 89 ask, rebuilt 50 bid / 73 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:28Z,2026-09-06T14:42:36Z,308.965
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,23,17,21,11,no,no,yes,no,36,6,1,6,"level counts differ: recorded 23 bid / 17 ask, rebuilt 21 bid / 11 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:29Z,2026-09-06T14:42:38Z,309.675
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:30Z,2026-09-06T14:42:40Z,310.296
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:30Z,2026-09-06T14:42:41Z,311.94
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:31Z,2026-09-06T14:42:43Z,312.488
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,55,200,55,307,yes,no,yes,yes,490,7,0,8,"ask 2 price differs: recorded 224679/644703013, rebuilt 697/2000000",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:31Z,2026-09-06T14:42:45Z,314.063
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302069,15,11,14,10,no,no,yes,no,28,2,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302069.json.gz,1.0.8-draft,2026-09-06T14:37:32Z,2026-09-06T14:42:47Z,315.406
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302090,200,200,736,1123,yes,no,yes,yes,4342,64,10,30,"bid 0 price differs: recorded 18388161/100000000, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302090.json.gz,1.0.8-draft,2026-09-06T14:39:28Z,2026-09-06T14:44:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302090,64,89,57,66,no,no,yes,no,132,34,2,6,"level counts differ: recorded 64 bid / 89 ask, rebuilt 57 bid / 66 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302090.json.gz,1.0.8-draft,2026-09-06T14:39:29Z,2026-09-06T14:44:36Z,307.982
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302090,23,16,21,11,no,no,yes,no,36,6,1,6,"level counts differ: recorded 23 bid / 16 ask, rebuilt 21 bid / 11 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302090.json.gz,1.0.8-draft,2026-09-06T14:39:30Z,2026-09-06T14:44:38Z,308.539
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302091,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302091.json.gz,1.0.8-draft,2026-09-06T14:39:30Z,2026-09-06T14:44:40Z,310.171
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302091,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302091.json.gz,1.0.8-draft,2026-09-06T14:39:31Z,2026-09-06T14:44:41Z,310.909
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302091,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302091.json.gz,1.0.8-draft,2026-09-06T14:39:32Z,2026-09-06T14:44:43Z,311.303
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302091,55,200,53,291,no,no,yes,yes,472,26,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 53 bid / 291 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302091.json.gz,1.0.8-draft,2026-09-06T14:39:33Z,2026-09-06T14:44:44Z,311.875
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302091,15,11,14,10,no,no,yes,no,28,2,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302091.json.gz,1.0.8-draft,2026-09-06T14:39:33Z,2026-09-06T14:44:47Z,314.074
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,200,200,737,1134,yes,no,yes,yes,4353,54,21,31,"bid 0 price differs: recorded 184111/1000000, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:28Z,2026-09-06T14:46:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,64,91,59,63,no,no,yes,no,131,32,4,6,"level counts differ: recorded 64 bid / 91 ask, rebuilt 59 bid / 63 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:29Z,2026-09-06T14:46:37Z,308.017
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,22,17,20,11,no,no,yes,no,34,8,2,6,"level counts differ: recorded 22 bid / 17 ask, rebuilt 20 bid / 11 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:30Z,2026-09-06T14:46:38Z,308.565
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,11,5,11,5,yes,yes,yes,yes,23,0,0,6,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:30Z,2026-09-06T14:46:40Z,310.443
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:31Z,2026-09-06T14:46:42Z,311.155
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:31Z,2026-09-06T14:46:43Z,312.579
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,55,200,45,291,no,no,yes,yes,464,30,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 45 bid / 291 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:32Z,2026-09-06T14:46:44Z,312.942
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302112,15,11,14,10,no,no,yes,no,28,2,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302112.json.gz,1.0.8-draft,2026-09-06T14:41:33Z,2026-09-06T14:46:47Z,314.261
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302133,200,200,735,1135,yes,no,yes,yes,4351,54,33,34,"bid 0 price differs: recorded 368173/2000000, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302133.json.gz,1.0.8-draft,2026-09-06T14:43:28Z,2026-09-06T14:48:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302133,65,91,54,55,no,no,yes,no,119,40,2,6,"level counts differ: recorded 65 bid / 91 ask, rebuilt 54 bid / 55 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302133.json.gz,1.0.8-draft,2026-09-06T14:43:28Z,2026-09-06T14:48:38Z,310.159
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302133,22,16,20,11,no,no,yes,no,34,7,3,6,"level counts differ: recorded 22 bid / 16 ask, rebuilt 20 bid / 11 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302133.json.gz,1.0.8-draft,2026-09-06T14:43:29Z,2026-09-06T14:48:40Z,311.052
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302133,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302133.json.gz,1.0.8-draft,2026-09-06T14:43:29Z,2026-09-06T14:48:41Z,312.973
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302134,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302134.json.gz,1.0.8-draft,2026-09-06T14:43:30Z,2026-09-06T14:48:43Z,313.612
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302134,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302134.json.gz,1.0.8-draft,2026-09-06T14:43:30Z,2026-09-06T14:48:44Z,314.93
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302134,55,200,40,301,no,no,yes,yes,469,28,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 40 bid / 301 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302134.json.gz,1.0.8-draft,2026-09-06T14:43:31Z,2026-09-06T14:48:46Z,315.263
MATCH,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302134,15,11,15,11,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302134.json.gz,1.0.8-draft,2026-09-06T14:43:32Z,2026-09-06T14:48:48Z,316.545
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302154,200,200,734,1135,yes,no,yes,yes,4349,53,48,33,"bid 0 price differs: recorded 2454313/13332900, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302154.json.gz,1.0.8-draft,2026-09-06T14:45:28Z,2026-09-06T14:50:28Z,300.001
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,65,90,54,65,no,no,yes,no,129,30,2,6,"level counts differ: recorded 65 bid / 90 ask, rebuilt 54 bid / 65 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:28Z,2026-09-06T14:50:38Z,310.242
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,22,17,20,13,no,no,yes,no,36,5,3,6,"level counts differ: recorded 22 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:29Z,2026-09-06T14:50:40Z,311.019
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:29Z,2026-09-06T14:50:41Z,312.873
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:30Z,2026-09-06T14:50:43Z,313.637
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:30Z,2026-09-06T14:50:45Z,315.072
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,53,200,40,312,no,no,yes,yes,479,19,0,8,"level counts differ: recorded 53 bid / 200 ask, rebuilt 40 bid / 312 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:31Z,2026-09-06T14:50:46Z,315.519
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302155,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302155.json.gz,1.0.8-draft,2026-09-06T14:45:32Z,2026-09-06T14:50:48Z,316.928
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302176,200,200,734,1135,yes,no,yes,yes,4350,53,50,32,"bid 0 price differs: recorded 131749927/717751813, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302176.json.gz,1.0.8-draft,2026-09-06T14:47:28Z,2026-09-06T14:52:28Z,300.005
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302176,65,82,58,75,no,no,yes,no,144,15,0,5,"level counts differ: recorded 65 bid / 82 ask, rebuilt 58 bid / 75 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302176.json.gz,1.0.8-draft,2026-09-06T14:47:28Z,2026-09-06T14:52:38Z,310.196
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302176,22,16,20,12,no,no,yes,no,34,9,1,6,"level counts differ: recorded 22 bid / 16 ask, rebuilt 20 bid / 12 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302176.json.gz,1.0.8-draft,2026-09-06T14:47:29Z,2026-09-06T14:52:39Z,310.647
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302176,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302176.json.gz,1.0.8-draft,2026-09-06T14:47:30Z,2026-09-06T14:52:42Z,312.23
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302177,6,23,6,23,yes,yes,yes,yes,30,0,0,6,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302177.json.gz,1.0.8-draft,2026-09-06T14:47:31Z,2026-09-06T14:52:43Z,312.814
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302177,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302177.json.gz,1.0.8-draft,2026-09-06T14:47:31Z,2026-09-06T14:52:45Z,314.549
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302177,53,200,47,312,no,no,yes,yes,486,12,0,8,"level counts differ: recorded 53 bid / 200 ask, rebuilt 47 bid / 312 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302177.json.gz,1.0.8-draft,2026-09-06T14:47:32Z,2026-09-06T14:52:47Z,315.435
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302177,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302177.json.gz,1.0.8-draft,2026-09-06T14:47:32Z,2026-09-06T14:52:49Z,317.764
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,200,200,719,1135,yes,no,yes,yes,4336,66,40,30,"bid 0 price differs: recorded 218908917/1191737786, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:28Z,2026-09-06T14:54:28Z,300.005
