verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302499,51,200,47,314,no,no,yes,yes,489,10,0,8,"level counts differ: recorded 51 bid / 200 ask, rebuilt 47 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302499.json.gz,1.0.8-draft,2026-09-06T15:17:32Z,2026-09-06T15:22:47Z,315.341
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302499,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302499.json.gz,1.0.8-draft,2026-09-06T15:17:32Z,2026-09-06T15:22:49Z,317.65
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302520,200,200,737,1128,yes,no,yes,yes,4349,55,20,31,"bid 0 price differs: recorded 3669633/20000000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302520.json.gz,1.0.8-draft,2026-09-06T15:19:28Z,2026-09-06T15:24:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302520,64,81,50,80,no,no,yes,no,141,28,0,6,"level counts differ: recorded 64 bid / 81 ask, rebuilt 50 bid / 80 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302520.json.gz,1.0.8-draft,2026-09-06T15:19:28Z,2026-09-06T15:24:37Z,309.571
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302520,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302520.json.gz,1.0.8-draft,2026-09-06T15:19:29Z,2026-09-06T15:24:39Z,310.27
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302520,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302520.json.gz,1.0.8-draft,2026-09-06T15:19:29Z,2026-09-06T15:24:41Z,312.087
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302520,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302520.json.gz,1.0.8-draft,2026-09-06T15:19:30Z,2026-09-06T15:24:42Z,312.905
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302521,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302521.json.gz,1.0.8-draft,2026-09-06T15:19:31Z,2026-09-06T15:24:44Z,313.466
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302521,55,200,54,314,no,no,yes,yes,496,3,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 54 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302521.json.gz,1.0.8-draft,2026-09-06T15:19:31Z,2026-09-06T15:24:46Z,315.196
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302521,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302521.json.gz,1.0.8-draft,2026-09-06T15:19:32Z,2026-09-06T15:24:48Z,316.523
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,200,200,737,1130,yes,no,yes,yes,4353,49,24,32,"bid 0 price differs: recorded 4589541/25000000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:28Z,2026-09-06T15:26:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,65,93,55,78,no,no,yes,no,144,29,0,6,"level counts differ: recorded 65 bid / 93 ask, rebuilt 55 bid / 78 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:28Z,2026-09-06T15:26:37Z,309.945
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:29Z,2026-09-06T15:26:39Z,310.533
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:29Z,2026-09-06T15:26:41Z,312.092
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:30Z,2026-09-06T15:26:42Z,312.729
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302542,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302542.json.gz,1.0.8-draft,2026-09-06T15:21:30Z,2026-09-06T15:26:44Z,314.295
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302543,55,200,55,314,yes,no,yes,yes,497,2,0,8,"ask 3 price differs: recorded 455899/1308175036, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302543.json.gz,1.0.8-draft,2026-09-06T15:21:31Z,2026-09-06T15:26:46Z,315.326
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302543,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302543.json.gz,1.0.8-draft,2026-09-06T15:21:32Z,2026-09-06T15:26:48Z,316.87
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302563,200,200,743,1135,yes,no,yes,yes,4366,33,16,33,"bid 0 price differs: recorded 1835033/9999900, rebuilt 5000000/27317803",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302563.json.gz,1.0.8-draft,2026-09-06T15:23:28Z,2026-09-06T15:28:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302563,65,93,50,76,no,no,yes,no,137,36,0,6,"level counts differ: recorded 65 bid / 93 ask, rebuilt 50 bid / 76 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302563.json.gz,1.0.8-draft,2026-09-06T15:23:28Z,2026-09-06T15:28:38Z,310.927
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,21,17,19,16,no,no,yes,no,40,3,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 16 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:29Z,2026-09-06T15:28:40Z,311.662
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:29Z,2026-09-06T15:28:42Z,313.523
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:30Z,2026-09-06T15:28:44Z,314.16
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:31Z,2026-09-06T15:28:45Z,314.632
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,55,200,55,314,yes,no,yes,yes,497,2,0,7,"ask 3 price differs: recorded 236067/677380201, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:31Z,2026-09-06T15:28:47Z,316.216
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302564,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302564.json.gz,1.0.8-draft,2026-09-06T15:23:32Z,2026-09-06T15:28:49Z,317.364
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,200,200,742,1135,yes,no,yes,yes,4366,35,9,32,"bid 0 price differs: recorded 10000000/54537479, rebuilt 5000000/27317803",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:28Z,2026-09-06T15:30:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,65,92,55,75,no,no,yes,no,141,31,0,6,"level counts differ: recorded 65 bid / 92 ask, rebuilt 55 bid / 75 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:28Z,2026-09-06T15:30:39Z,311.934
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,21,17,19,13,no,no,yes,no,37,6,2,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:29Z,2026-09-06T15:30:41Z,312.514
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,11,5,11,5,yes,yes,yes,yes,23,0,0,6,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:29Z,2026-09-06T15:30:43Z,314.153
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:30Z,2026-09-06T15:30:44Z,314.717
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:30Z,2026-09-06T15:30:46Z,316.448
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,55,200,55,307,yes,no,yes,yes,490,9,0,7,"ask 3 price differs: recorded 451349/1295119082, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:31Z,2026-09-06T15:30:48Z,317.01
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302585,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302585.json.gz,1.0.8-draft,2026-09-06T15:25:31Z,2026-09-06T15:30:50Z,319.149
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302606,200,200,741,1133,yes,no,yes,yes,4358,52,8,31,"bid 0 price differs: recorded 10000000/54495913, rebuilt 5000000/27317803",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302606.json.gz,1.0.8-draft,2026-09-06T15:27:28Z,2026-09-06T15:32:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,65,97,50,83,no,no,yes,no,144,25,1,6,"level counts differ: recorded 65 bid / 97 ask, rebuilt 50 bid / 83 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:28Z,2026-09-06T15:32:37Z,309.876
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:29Z,2026-09-06T15:32:39Z,310.386
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:29Z,2026-09-06T15:32:41Z,312.036
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:30Z,2026-09-06T15:32:42Z,312.703
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:30Z,2026-09-06T15:32:44Z,314.154
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,55,200,50,293,no,no,yes,yes,471,28,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 50 bid / 293 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:31Z,2026-09-06T15:32:45Z,314.407
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302607,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302607.json.gz,1.0.8-draft,2026-09-06T15:27:31Z,2026-09-06T15:32:47Z,316.414
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302628,200,200,737,1138,yes,no,yes,yes,4359,50,14,30,"bid 0 price differs: recorded 10000000/54495913, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302628.json.gz,1.0.8-draft,2026-09-06T15:29:28Z,2026-09-06T15:34:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302628,65,96,59,71,no,no,yes,no,141,25,1,6,"level counts differ: recorded 65 bid / 96 ask, rebuilt 59 bid / 71 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302628.json.gz,1.0.8-draft,2026-09-06T15:29:28Z,2026-09-06T15:34:36Z,308.136
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302628,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302628.json.gz,1.0.8-draft,2026-09-06T15:29:29Z,2026-09-06T15:34:37Z,308.652
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302628,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302628.json.gz,1.0.8-draft,2026-09-06T15:29:29Z,2026-09-06T15:34:39Z,310.157
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302628,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302628.json.gz,1.0.8-draft,2026-09-06T15:29:30Z,2026-09-06T15:34:40Z,310.65
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302629,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302629.json.gz,1.0.8-draft,2026-09-06T15:29:30Z,2026-09-06T15:34:41Z,311.902
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302629,55,200,40,293,no,no,yes,yes,461,39,0,8,"level counts differ: recorded 55 bid / 200 ask, rebuilt 40 bid / 293 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302629.json.gz,1.0.8-draft,2026-09-06T15:29:31Z,2026-09-06T15:34:43Z,312.147
