open_at,close_at,open_ledger,close_ledger,seconds
2026-02-12T02:12:51Z,2026-02-12T02:13:15Z,61192983,61192987,24.0
2026-02-12T03:12:46Z,2026-02-12T03:13:14Z,61193601,61193606,28.0
2026-02-12T04:12:44Z,2026-02-12T04:13:18Z,61194216,61194222,34.0
2026-02-12T05:12:49Z,2026-02-12T05:13:18Z,61194835,61194840,29.0
2026-02-12T06:12:48Z,2026-02-12T06:13:18Z,61195445,61195450,30.0
2026-02-12T07:12:45Z,2026-02-12T07:13:18Z,61196055,61196061,33.0
2026-02-12T08:12:48Z,2026-02-12T08:13:18Z,61196672,61196677,30.0
2026-02-12T09:12:47Z,2026-02-12T09:13:16Z,61197290,61197295,29.0
2026-02-12T10:12:45Z,2026-02-12T10:13:15Z,61197906,61197911,30.0
2026-02-12T11:12:47Z,2026-02-12T11:13:18Z,61198526,61198531,31.0
2026-02-12T12:12:47Z,2026-02-12T12:13:14Z,61199149,61199154,27.0
2026-02-12T13:12:46Z,2026-02-12T13:13:13Z,61199770,61199775,27.0
2026-02-12T14:12:48Z,2026-02-12T14:13:19Z,61200387,61200392,31.0
2026-02-12T15:12:47Z,2026-02-12T15:13:16Z,61201000,61201005,29.0
2026-02-12T16:12:49Z,2026-02-12T16:13:17Z,61201608,61201613,28.0
2026-02-12T17:12:46Z,2026-02-12T17:13:14Z,61202219,61202224,28.0
2026-02-12T18:12:47Z,2026-02-12T18:13:17Z,61202835,61202840,30.0
2026-02-12T19:12:46Z,2026-02-12T19:13:14Z,61203449,61203454,28.0
2026-02-12T20:12:44Z,2026-02-12T20:13:18Z,61204061,61204067,34.0
2026-02-12T21:12:50Z,2026-02-12T21:13:20Z,61204673,61204678,30.0
2026-02-12T22:12:51Z,2026-02-12T22:13:20Z,61205286,61205291,29.0
2026-02-12T23:12:47Z,2026-02-12T23:13:17Z,61205897,61205902,30.0
2026-02-13T00:12:48Z,2026-02-13T00:13:17Z,61206513,61206518,29.0
2026-02-13T01:12:49Z,2026-02-13T01:13:17Z,61207125,61207130,28.0
2026-02-13T02:12:48Z,2026-02-13T02:13:17Z,61207738,61207743,29.0
2026-02-13T03:12:45Z,2026-02-13T03:13:15Z,61208351,61208356,30.0
2026-02-13T04:12:51Z,2026-02-13T04:13:16Z,61208969,61208973,25.0
2026-02-13T05:12:45Z,2026-02-13T05:13:20Z,61209581,61209587,35.0
2026-02-13T06:12:47Z,2026-02-13T06:13:14Z,61210199,61210204,27.0
2026-02-13T07:12:47Z,2026-02-13T07:13:17Z,61210814,61210819,30.0
2026-02-13T08:12:44Z,2026-02-13T08:13:15Z,61211431,61211436,31.0
2026-02-13T09:12:45Z,2026-02-13T09:13:16Z,61212045,61212050,31.0
2026-02-13T10:12:50Z,2026-02-13T10:13:19Z,61212667,61212672,29.0
2026-02-13T11:12:48Z,2026-02-13T11:13:17Z,61213288,61213293,29.0
2026-02-13T12:12:48Z,2026-02-13T12:13:16Z,61213915,61213920,28.0
2026-02-13T13:12:46Z,2026-02-13T13:13:18Z,61214537,61214542,32.0
2026-02-13T14:12:47Z,2026-02-13T14:13:16Z,61215159,61215164,29.0
2026-02-13T15:12:47Z,2026-02-13T15:13:15Z,61215777,61215782,28.0
2026-02-13T16:12:44Z,2026-02-13T16:13:19Z,61216391,61216397,35.0
2026-02-13T17:12:45Z,2026-02-13T17:13:19Z,61217005,61217011,34.0
2026-02-13T18:12:44Z,2026-02-13T18:13:19Z,61217620,61217626,35.0
2026-02-13T19:12:46Z,2026-02-13T19:13:14Z,61218238,61218243,28.0
2026-02-13T20:12:48Z,2026-02-13T20:13:17Z,61218857,61218862,29.0
2026-02-13T21:12:47Z,2026-02-13T21:13:15Z,61219478,61219483,28.0
